		Data				
TX	Lavaca	552522.84	-1825063.32	18800	29.3895127659575	-97.0778361702128
TX	Lee	390379.41	-1250281.62	12899	30.2643158384371	-96.9285696565625
TX	Leon	473542.28	-1452492.54	15122	31.3147916942203	-96.0516161883349
TX	Liberty	1529765.23	-4817373.28	50766	30.1336569751408	-94.8936942047827
TX	Limestone	516945.89	-1579223.52	16362	31.5942971519374	-96.5177557755776
TX	Lipscomb	68587.98	-188997.88	1882	36.4441976620616	-100.423953241233
TX	Live Oak	258968.29	-898215.38	9160	28.2716473799127	-98.0584475982533
TX	Llano	530482.73	-1702310.15	17288	30.6850260296159	-98.4677319527996
TX	Lubbock	6743248.59	-20463160.21	200884	33.5678729515541	-101.865555295594
TX	Lynn	147006.59	-451417.66	4435	33.1469199549042	-101.785267192785
TX	Madison	262328.96	-812718.1	8474	30.9569223507198	-95.9072574935096
TX	Marion	270487.49	-778614.91	8249	32.7903370105467	-94.389005940114
TX	Martin	104936.04	-332547.93	3267	32.12	-101.79
TX	Mason	90683	-292728.5	2950	30.74	-99.23
TX	Matagorda	788740.75	-2619255.23	27278	28.9149039519026	-96.0207944130801
TX	Maverick	1273894.7	-4459936.29	44381	28.7036051463464	-100.492018881954
TX	McCulloch	190252.99	-607064.14	6110	31.137968903437	-99.3558330605565
TX	McLennan	5479070.24	-16886338.59	173741	31.5358507203251	-97.1925946667741
TX	McMullen	15249.2	-52817.44	536	28.45	-98.54
TX	Medina	919553.52	-3107763.18	31400	29.2851439490446	-98.9733496815287
TX	Menard	49146.9	-158650.2	1590	30.91	-99.78
TX	Midland	3483968.12	-11109092.6	108806	32.02	-102.1
TX	Milam	591514.67	-1866591.5	19244	30.7376153606319	-96.9960247349823
TX	Mills	103368.55	-323852.22	3285	31.4668340943683	-98.5851506849315
TX	Mitchell	166458.93	-518174.07	5139	32.3913076474022	-100.831692936369
TX	Montague	556132.99	-1617234.13	16543	33.6174206613069	-97.7594227165569
TX	Montgomery	10537419.42	-33294339.97	348747	30.2150826243667	-95.4684627251274
TX	Moore	608026.4	-1726763.85	16937	35.8992973962331	-101.952166853634
TX	Morris	272816.89	-781926.44	8255	33.0486844336766	-94.721555420957
TX	Motley	19997.88	-59282.16	588	34.01	-100.82
TX	Nacogdoches	1388102.3	-4154222.98	43894	31.6239645509637	-94.6421602041281
TX	Navarro	1138683.42	-3424201.96	35493	32.0819153072437	-96.475416561012
TX	Newton	256572.99	-782354.42	8345	30.745714799281	-93.7512786099461
TX	Nolan	391422.28	-1211580.71	12066	32.4401027681087	-100.412788828112
TX	Nueces	7042872.62	-24682015.8	253374	27.7963509278774	-97.4133723270738
TX	Ochiltree	291593.07	-807710.4	8013	36.39	-100.8
TX	Oldham	35099.04	-102010.32	996	35.24	-102.42
TX	Orange	2027359.47	-6320761.26	67355	30.0996135401975	-93.8424951377032
TX	Palo Pinto	660771.24	-1977485.79	20152	32.7893628423978	-98.1285128026995
TX	Panola	560935.17	-1645192.28	17444	32.1563385691355	-94.3127883512956
TX	Parker	3469252.73	-10330147.85	105738	32.8098954964157	-97.6956992755679
TX	Parmer	265534.62	-790079.5	7686	34.5478298204528	-102.794626593807
TX	Pecos	315657.34	-1050073.5	10218	30.8922822470151	-102.767028772754
TX	Polk	1256189.14	-3880821.3	40877	30.730952369303	-94.9389950338821
TX	Potter	3253737.75	-9411145.41	92436	35.1998977671037	-101.812555822407
TX	Presidio	221910.92	-777540.68	7457	29.7587394394529	-104.269904787448
TX	Rains	243655.58	-709673.55	7408	32.8908720302376	-95.7982653887689
TX	Randall	3362192.2	-9736234.52	95616	35.1634893741633	-101.826415244311
TX	Reagan	86708.2	-282031	2780	31.19	-101.45
TX	Real	70999.44	-238780.66	2391	29.6944542032622	-99.8664408197407
TX	Red River	338539.37	-958118.81	10078	33.5919200238142	-95.0703324072237
TX	Reeves	248439.88	-819740.34	7919	31.3726329081955	-103.515638338174
TX	Refugio	158985.41	-546518.53	5620	28.28921886121	-97.2452900355872
TX	Roberts	23947.99	-67529.44	671	35.69	-100.64
TX	Robertson	360599.25	-1124725.66	11646	30.9633565172591	-96.5761342950369
TX	Rockwall	2116312.76	-6195763.89	64260	32.9335941487706	-96.4171162464986
TX	Runnels	275610.08	-867340.66	8674	31.7742771501038	-99.9931588655753
TX	Rusk	1010145.26	-2976406.29	31402	32.1681822813834	-94.7839720399974
TX	Sabine	247607.74	-741980.39	7902	31.3348190331562	-93.8977967603138
TX	San Augustine	188614.4	-564079.92	5992	31.4777036048064	-94.1388384512684
TX	San Jacinto	722467.18	-2254904.88	23715	30.4645658865697	-95.083486401012
TX	San Patricio	1579029.44	-5503636.76	56515	27.9400060161019	-97.3836461116518
TX	San Saba	132349.55	-419186.54	4245	31.1777502944641	-98.7483015312132
TX	Schleicher	74928.08	-244232.52	2428	30.86	-100.59
TX	Scurry	391484.1	-1207775.7	11970	32.7054385964912	-100.90022556391
TX	Shackelford	69562.72	-211090.54	2126	32.72	-99.29
TX	Shelby	626568.42	-1853433.83	19682	31.8345909968499	-94.1689782542425
TX	Sherman	69426.63	-195055.77	1911	36.33	-102.07
TX	Smith	4910275.85	-14477384.58	151910	32.3235853465868	-95.3023802251333
TX	Somervell	195435.54	-592633.2	6063	32.2341316180109	-97.7458683819891
TX	Starr	1155658.98	-4330937.3	43806	26.3812943432406	-98.8663037026891
TX	Stephens	217132.5	-655773.3	6630	32.75	-98.91
TX	Sterling	30811.44	-97748.64	968	31.83	-100.98
TX	Stonewall	34488.33	-104329.02	1041	33.13	-100.22
TX	Sutton	115248.9	-379412.8	3770	30.57	-100.64
TX	Swisher	173543.8	-511973.7	5031	34.4948916716359	-101.763804412642
TX	Tarrant	44569513.1	-132267420.3	1360357	32.7631004949436	-97.2299332454642
TX	Taylor	3423969.98	-10529056.33	105554	32.4380883718286	-99.7504247115221
TX	Terrell	21617.55	-73420.8	717	30.15	-102.4
TX	Terry	286807.19	-883867.6	8643	33.183754483397	-102.263982413514
TX	Throckmorton	28700.7	-85782.05	865	33.18	-99.17
TX	Titus	809364.8	-2317369.27	24400	33.1706885245902	-94.9741504098361
TX	Tom Green	2636785.7	-8425305.22	83874	31.4374621455994	-100.45193051482
TX	Travis	22637636.56	-73070788.86	747668	30.2776587469304	-97.7315985972384
TX	Trinity	307727.76	-946176.3	9930	30.9897039274925	-95.2846223564955
TX	Tyler	428634.96	-1315890.85	13942	30.7441514847224	-94.3832197676087
TX	Upshur	875347.69	-2539666	26761	32.7098273607115	-94.9017600239154
TX	Upton	77455.42	-253887.98	2486	31.1566452131939	-102.127103781175
TX	Uvalde	604554.49	-2062054.23	20675	29.240845949214	-99.7366012091898
TX	Val Verde	1115854.41	-3833113.77	37993	29.37	-100.89
TX	Van Zandt	1273566.38	-3743632.19	39063	32.6028820111103	-95.8357573663057
TX	Victoria	2028757.77	-6827117.59	70405	28.8155354023152	-96.969215112563
TX	Walker	1148391.2	-3574138.8	37414	30.6941572673331	-95.5294488694072
TX	Waller	553163.72	-1773298.85	18471	29.9476866439283	-96.0044854095609
TX	Ward	228052.3	-743062.6	7210	31.63	-103.06
TX	Washington	803229.95	-2566631.16	26629	30.1637293927673	-96.3848120470164
TX	Webb	5003522.44	-18080291.04	181748	27.53	-99.48
TX	Wharton	952587.27	-3129240.7	32538	29.2761469666236	-96.1718821070748
TX	Wheeler	138924.62	-394397.44	3934	35.3138332486019	-100.253543467209
TX	Wichita	3412569.64	-9914356.22	100614	33.9174432981494	-98.5385355914684
TX	Wilbarger	341707.26	-993893.7	10009	34.14	-99.3
TX	Willacy	356350.66	-1317751.8	13476	26.4433555951321	-97.7850845948353
TX	Williamson	10530830.46	-33707013.22	344972	30.5266237839593	-97.7094176338949
TX	Wilson	879543.2	-2954442.86	30113	29.2080895294391	-98.1118739414871
TX	Winkler	178599.4	-578382.36	5610	31.8359001782531	-103.098459893048
TX	Wise	1500717.44	-4417368.92	45250	33.1650262983425	-97.6214125966851
TX	Wood	1132298.9	-3296485.78	34554	32.7689674133241	-95.4009891763617
TX	Yoakum	221555.89	-690076.42	6711	33.0138414543287	-102.827659067203
TX	Young	499721.44	-1486078.15	15069	33.1622164709005	-98.6182327958059
TX	Zapata	244293.12	-901119.42	9078	26.9104560475876	-99.2640912095175
TX	Zavala	233064.3	-808975.41	8106	28.7520725388601	-99.7995817912657
UT	Beaver	192600.83	-566572.77	5022	38.3514197530864	-112.818154121864
UT	Box Elder	1554327.7	-4192448.04	37390	41.570679326023	-112.127521797272
UT	Cache	3343574.13	-8957179.14	80102	41.741456268258	-111.822165988365
UT	Carbon	622338.69	-1742263.94	15722	39.5839390662765	-110.8169405928
UT	Daggett	20797.52	-55773.32	508	40.94	-109.79
UT	Davis	9643117.08	-26322505.11	235141	41.0099348050744	-111.943493946185
UT	Duchesne	563653.23	-1541576.7	14001	40.2580694236126	-110.104756803086
UT	Emery	291886.05	-824963.75	7433	39.2689425534777	-110.986647383291
UT	Garfield	86368.95	-255934.24	2283	37.8313403416557	-112.10435392028
UT	Grand	296795.55	-846002.4	7719	38.45	-109.6
UT	Iron	1126469.28	-3376417.09	29833	37.7591687057956	-113.177256393926
UT	Juab	296819.92	-835854.98	7472	39.7242933618844	-111.864959850107
UT	Kane	152024.33	-457786.17	4079	37.27	-112.23
UT	Millard	306862.68	-879950.03	7824	39.2206901840491	-112.468050869121
UT	Morgan	303515.01	-826469.67	7401	41.01	-111.67
UT	Rich	47829.91	-127357.09	1145	41.7728471615721	-111.228899563319
UT	Salt Lake	33024143.92	-90937913.66	812599	40.640148363461	-111.909950246062
UT	San Juan	227817.97	-663208.67	6059	37.5999290311933	-109.458437035814
UT	Sanpete	554396.35	-1570549.98	14078	39.3803345645688	-111.560589572382
UT	Sevier	550491.74	-1589784.29	14198	38.7724848570221	-111.972410902944
UT	Summit	1404514.87	-3845536.78	34507	40.7023175007969	-111.442222737416
UT	Tooele	1749520.98	-4847756.28	43107	40.5855424872991	-112.458679100842
UT	Uintah	906929.46	-2452515.05	22380	40.5241045576407	-109.585122877569
UT	Utah	14373503.81	-39877145.84	356988	40.263268821361	-111.704443398658
UT	Wasatch	690613.37	-1900015.18	17077	40.4411413011653	-111.261649001581
UT	Washington	3735766.72	-11410168.21	100544	37.1555410566518	-113.484327359166
UT	Wayne	29337.6	-85247.12	764	38.4	-111.58
UT	Weber	7615478.86	-20698327.15	184791	41.2113082347084	-112.009389797122
VA	Accomack	836439.9	-1673863.41	22138	37.7829930436354	-75.6104169301653
VA	Albemarle	3699802.73	-7635270.98	97273	38.0352485273406	-78.4932199068601
VA	Alexandria City	4275052.5	-8488435	110125	38.82	-77.08
VA	Alleghany	622237.41	-1316455.75	16468	37.7846374787467	-79.9402325722614
VA	Amelia	382691.59	-799377.91	10251	37.3321227197347	-77.9804809286899
VA	Amherst	973893.04	-2053742.32	25968	37.5035828712261	-79.087427603204
VA	Appomattox	574674.12	-1213585.02	15392	37.3358965696466	-78.8451806133056
VA	Arlington	6470066.98	-12833584.56	166454	38.87	-77.0998868155767
VA	Augusta	1445052.79	-2995403.38	37900	38.1280419525066	-79.0343899736148
VA	Bath	160001.81	-335831.75	4211	37.9961553075279	-79.7510686297792
VA	Bedford	1525594.51	-3249027.28	40896	37.3042476036776	-79.4460895931143
VA	Bedford City	563606.64	-1200911.04	15102	37.32	-79.52
VA	Bland	182724.18	-399374.27	4922	37.1239699309224	-81.1406481105242
VA	Botetourt	935118.19	-1993593.78	24972	37.4466678680122	-79.8331643440654
VA	Bristol City	445287.43	-999312.08	12163	36.61	-82.16
VA	Brunswick	373659.27	-791713.56	10166	36.7557810348219	-77.8785717096203
VA	Buchanan	455821.77	-1003721.65	12231	37.267743438803	-82.0637437658409
VA	Buckingham	305423.5	-637516.04	8127	37.5813338255199	-78.4442032730405
VA	Buena Vista City	249621.68	-524979.6	6616	37.73	-79.35
VA	Campbell	936329.19	-1993073.22	25175	37.1928178748759	-79.1687475670308
VA	Caroline	816844.92	-1663903.47	21479	38.0299324922017	-77.4665240467433
VA	Carroll	655553.65	-1441352.34	17854	36.7174666741346	-80.7299395093536
VA	Charles City	151600.4	-312904.2	4060	37.34	-77.07
VA	Charlotte	357642.53	-759541.11	9665	37.0038830832902	-78.5867677185722
VA	Charlottesville City	49400.97	-101945.52	1299	38.03	-78.48
VA	Chesapeake City	6839798.41	-14231704.9	186523	36.67	-76.3
VA	Chesterfield	9954243.66	-20592028.73	265636	37.4732478278547	-77.5197214609466
VA	Clarke	495512.49	-987697.16	12667	39.1183776742717	-77.974039630536
VA	Colonial Heights City	806455.44	-1675029.16	21644	37.26	-77.39
VA	Craig	124800	-266606.08	3328	37.5	-80.11
VA	Culpeper	1379691.25	-2796098.94	35849	38.486185109766	-77.9965672682641
VA	Cumberland	232402	-483568.84	6184	37.5811772315653	-78.1967723156533
VA	Danville City	1686557.48	-3660816.4	46106	36.58	-79.4
VA	Dickenson	351797.65	-780172.53	9471	37.144720726428	-82.3748843839088
VA	Dinwiddie	448249.28	-938109.19	12083	37.0975155176694	-77.638764379707
VA	Emporia City	377540.1	-797783.7	10290	36.69	-77.53
VA	Essex	320702.36	-650322.81	8461	37.9036000472757	-76.861223259662
VA	Fairfax	36267810.48	-72100987.78	933431	38.8543025461978	-77.2429754100732
VA	Fairfax City	14957.25	-29756.65	385	38.85	-77.29
VA	Falls Church City	534405.6	-1060701.65	13745	38.88	-77.17
VA	Fauquier	2040978.24	-4103357.34	52758	38.6856635960423	-77.7769691800296
VA	Floyd	379755.34	-825722.3	10282	36.9339953316475	-80.3075568955456
VA	Fluvanna	970096.14	-2007127.5	25632	37.8470716292135	-78.3055360486891
VA	Franklin	1515428.32	-3269139.15	40925	37.0294030543677	-79.8812254123397
VA	Franklin City	401939.44	-842998.94	10958	36.68	-76.93
VA	Frederick	2508279.49	-5009198.86	64060	39.1551590696222	-78.1954239775211
VA	Fredericksburg City	670534.48	-1356829.76	17512	38.29	-77.48
VA	Galax City	492527.1	-1087025.85	13435	36.66	-80.91
VA	Giles	504371.87	-1090453.81	13513	37.3249367275956	-80.6966484126397
VA	Gloucester	1197058.55	-2448915.35	32000	37.4080796875	-76.5286046875
VA	Goochland	548818.48	-1133595.78	14567	37.6754637193657	-77.8194398297522
VA	Grayson	303849.77	-672652.3	8289	36.6569875738931	-81.1499939679093
VA	Greene	524151.26	-1074193.45	13701	38.256423618714	-78.4025582074301
VA	Greensville	90767.52	-191397.52	2470	36.747983805668	-77.4888744939271
VA	Halifax	1017115.43	-2185182.23	27689	36.7335559247355	-78.9187847159522
VA	Hampton City	4004184.16	-8247336.71	108105	37.0397683733407	-76.2900579066648
VA	Hanover	4201948.31	-8635849.2	111530	37.6754981619295	-77.4307289518515
VA	Harrisonburg City	837029.21	-1717764.19	21779	38.432857798797	-78.8725005739474
VA	Henrico	9293406.79	-19162605.5	247419	37.5614111689078	-77.4500159648208
VA	Henry	1158390.68	-2522699.08	31575	36.6869574030087	-79.8954577988915
VA	Highland	43941.04	-91039.52	1144	38.41	-79.58
VA	Hopewell City	821163.09	-1702003.09	22021	37.29	-77.29
VA	Isle of Wight	1091400.04	-2265634	29561	36.920267920571	-76.642671086905
VA	James City	1424635.3	-2931255.6	38210	37.2843574980372	-76.7143574980372
VA	King and Queen	141289.77	-288500.3	3752	37.6571881663113	-76.8924040511727
VA	King George	719163.65	-1450325.53	18794	38.2655980632117	-77.1696035968926
VA	King William	523278.04	-1069408.54	13890	37.6730050395968	-76.9912555795536
VA	Lancaster	269148.77	-545786.47	7141	37.6906273631144	-76.4299775941745
VA	Lee	519788.18	-1177132.35	14161	36.7056125979804	-83.1249452722265
VA	Loudoun	10334173.46	-20513323.91	264733	39.0362118058572	-77.4868411191653
VA	Louisa	1150185.08	-2358083.81	30251	38.0213903672606	-77.9506069220852
VA	Lunenburg	227690.25	-481396.25	6158	36.9747076973043	-78.174123091913
VA	Lynchburg City	2604049.8	-5513762.13	69627	37.4	-79.19
VA	Madison	267910.48	-546422.18	6984	38.3606071019473	-78.2391437571592
VA	Manassas City	1401458.24	-2802916.48	36176	38.74	-77.48
VA	Manassas Park City	973497.46	-1946994.92	25129	38.74	-77.48
VA	Martinsville City	898439.92	-1956090.84	24494	36.68	-79.86
VA	Mathews	226129.4	-461039.53	6038	37.4510433918516	-76.356331566744
VA	Mecklenburg	903117.52	-1927950.62	24616	36.6882320441989	-78.3210359116022
VA	Middlesex	243455	-495278.26	6478	37.5818153751158	-76.4554276011115
VA	Montgomery	2157593.05	-4666034.28	58039	37.1748832681473	-80.3948083185444
VA	Nelson	501566.88	-1045339.49	13258	37.8312626338814	-78.8459413184493
VA	New Kent	676997.42	-1391189.22	18065	37.475639081096	-77.0101976197066
VA	Newport News City	5379717.93	-11103305.25	145119	37.071079114382	-76.5117265830112
VA	Norfolk City	6091272.96	-12612440.32	165344	36.84	-76.28
VA	Northampton	313843.48	-637320.68	8395	37.3845717689101	-75.9166980345444
VA	Northumberland	480528.83	-969951.74	12691	37.8637483255851	-76.4283145536207
VA	Norton City	163821.48	-366502.32	4436	36.93	-82.62
VA	Nottoway	443592.16	-932867.45	11948	37.1268965517241	-78.0772890860395
VA	Orange	1034578.76	-2108284.64	27035	38.2681250231182	-77.9835265396708
VA	Page	728567.02	-1481449.27	18873	38.6036676733959	-78.4956959677847
VA	Patrick	477672.38	-1046543.06	13032	36.6538044812769	-80.3056368937999
VA	Petersburg City	1110606	-2310478.45	29855	37.2	-77.39
VA	Pittsylvania	1203685.16	-2594476.75	32691	36.8200776972255	-79.3636398397113
VA	Poquoson City	408208.64	-839510.98	10997	37.12	-76.34
VA	Portsmouth City	2764275.65	-5725945.95	75055	36.83	-76.29
VA	Powhatan	782408.68	-1624008.64	20842	37.54	-77.92
VA	Prince Edward	584260.65	-1229165.4	15681	37.2591448249474	-78.3856514252918
VA	Prince George	1340209.07	-2786738.53	36038	37.1887749042677	-77.3277798434985
VA	Prince William	12066555.19	-24144162.79	312023	38.6720055572826	-77.37943289437
VA	Pulaski	820288.18	-1786690.6	22134	37.0600966838348	-80.7215415198337
VA	Radford City	493324.8	-1070509.5	13290	37.12	-80.55
VA	Rappahannock	302968.34	-611527.84	7833	38.678455253415	-78.0707059874888
VA	Richmond	224957.96	-454923	5929	37.941973351324	-76.728453364817
VA	Richmond City	4269885.6	-8808131.52	113712	37.55	-77.46
VA	Roanoke	2778771.87	-5960063.71	74557	37.270435639846	-79.9396932548252
VA	Roanoke City	2859279.86	-6133604.1	76718	37.27	-79.95
VA	Rockbridge	782703.03	-1644906.41	20713	37.7880089798677	-79.4142041230145
VA	Rockingham	2642063.2	-5418853.78	68734	38.4389559752088	-78.8380391072832
VA	Russell	709088.68	-1575925.67	19200	36.9317020833333	-82.0794619791667
VA	Salem City	1128502.88	-2423193.55	30271	37.28	-80.05
VA	Scott	612237.65	-1378623.95	16692	36.6785076683441	-82.5918973160795
VA	Shenandoah	1343341.46	-2714457.9	34574	38.8540944062012	-78.5115375715856
VA	Smyth	908904.08	-2013442.09	24679	36.8290481786134	-81.5852380566474
VA	Southampton	361770.08	-759119.67	9850	36.7279269035533	-77.0679868020305
VA	Spotsylvania	3765429.67	-7633051.87	98437	38.2521782459847	-77.5425081016285
VA	Stafford	3974750.5	-8021355.16	103593	38.3689100614906	-77.4314399621596
VA	Staunton City	1076707.45	-2231310.38	28223	38.15	-79.06
VA	Suffolk City	2527492.3	-5277431.47	68869	36.7	-76.63
VA	Surry	186654.86	-386682.56	5029	37.1157009345794	-76.8905468283953
VA	Sussex	286644.31	-598081.41	7752	36.9768201754386	-77.1518846749226
VA	Tazewell	1248837.7	-2742999.35	33624	37.141259219605	-81.5786149773971
VA	Virginia Beach City	13494756.58	-27935554.2	367362	36.7342201425297	-76.043668642919
VA	Warren	1139829.26	-2289842.72	29292	38.9126471391506	-78.1729728253448
VA	Washington	1519885.49	-3395801.35	41427	36.6882827624496	-81.9707280276148
VA	Waynesboro City	999874.26	-2072781.9	26271	38.06	-78.9
VA	Westmoreland	508935.85	-1025017.15	13338	38.1568338581497	-76.8493889638627
VA	Williamsburg City	1366467.28	-2812128.8	36664	37.27	-76.7
VA	Winchester City	845719.47	-1687768.47	21591	39.17	-78.17
VA	Wise	1064429.38	-2379876.14	28813	36.9426779578662	-82.5973046888557
VA	Wythe	846250.11	-1857789.24	22915	36.9299633427886	-81.0730630591316
VA	York	1611180.92	-3310686.41	43280	37.226915896488	-76.494602818854
VT	Addison	1256053.75	-2085359.42	28501	44.0705150696467	-73.1679386688186
VT	Bennington	1291677.74	-2198999	30065	42.9628385165475	-73.1414934308997
VT	Caledonia	1053334.33	-1707276.15	23689	44.4651243193043	-72.0704187597619
VT	Chittenden	5793175.12	-9527588.47	130252	44.4766692258084	-73.1473487547216
VT	Essex	192785.66	-309731.66	4318	44.6469800833719	-71.7303520148217
VT	Franklin	1656717.84	-2696224.13	36940	44.848885760693	-72.9892834325934
VT	Grand Isle	291765.31	-477490.81	6514	44.7904989253915	-73.302242861529
VT	Lamoille	944374.94	-1539573.69	21188	44.5712167264489	-72.6625302057768
VT	Orange	984731.42	-1620308.44	22385	43.9906821532276	-72.3836694214876
VT	Orleans	897267.68	-1443779.08	19993	44.8790916820887	-72.2142289801431
VT	Rutland	2281201.25	-3821812.5	52325	43.5967749641663	-73.039894887721
VT	Washington	2294884.95	-3764850.92	51872	44.241304557372	-72.5796367982727
